exchange_nr,source,company,means_of_exchange,orig_yr,dest_yr,orig_loc_port_modern,orig_loc_region_modern,orig_loc_abr,dest_loc_port,dest_loc_region,dest_loc_abr,textile_quantity,textile_unit,textile_category,textile_subcategory,textile_name,textile_modifier_fulltext,textile_color_arch,textile_color_inf,textile_pattern_arch,textile_process_arch,textile_fiber_arch,textile_geography_arch,textile_quality_arch,textile_other_unknown_arch,textile_quality_inferred,supplier,total_value,price_per_unit
102,WIC_1.05.01.02_1302_369-371,WIC,Rusthof,1721,1721,Vlissingen,Netherlands (former Dutch Republic),Netherlands (fmr Dutch Rep),Angola,Angola,Angola,122.25,ps.,NA,NA,laken,blauwe,blue,NA,NA,NA,NA,NA,NA,NA,NA,Jacob van Hoorn,351.47499999999997,2.875051124744376
103,WIC_1.05.01.02_1303_214-216,WIC,Beekestijn,1721,1721,Texel,Netherlands (former Dutch Republic),Netherlands (fmr Dutch Rep),Angola,Angola,Angola,1,ps.,NA,NA,laken,root lake,red,NA,NA,NA,NA,NA,NA,NA,NA,Jacques Perot,280.65,280.65
104,WIC_1.05.01.02_1303_214-216,WIC,Beekestijn,1721,1721,Texel,Netherlands (former Dutch Republic),Netherlands (fmr Dutch Rep),Angola,Angola,Angola,2,ps.,NA,NA,laken,root lake,red,NA,NA,NA,NA,NA,NA,NA,NA,Joost Wilkens,402.6,201.3
105,WIC_1.05.01.02_1302_412-413,WIC,Jan Andries,1721,1721,Texel,Netherlands (former Dutch Republic),Netherlands (fmr Dutch Rep),Elmina,Ghana (former ''Gold Coast''),"Ghana (fmr ""Gold Coast"")",5,ps.,NA,NA,laken,root laken,red,NA,NA,NA,NA,NA,NA,NA,NA,Lucas Marinus,1061.75,212.35
106,WIC_1.05.01.02_1302_422-24,WIC,Vlissingen,1721,1722,Texel,Netherlands (former Dutch Republic),Netherlands (fmr Dutch Rep),Elmina,Ghana (former ''Gold Coast''),"Ghana (fmr ""Gold Coast"")",1,el.,NA,NA,laken,root laken,red,NA,NA,NA,NA,NA,NA,NA,NA,Lucas Marinus,582.5,582.5
107,WIC_1.05.01.02_1302_422-24,WIC,Vlissingen,1721,1722,Texel,Netherlands (former Dutch Republic),Netherlands (fmr Dutch Rep),Elmina,Ghana (former ''Gold Coast''),"Ghana (fmr ""Gold Coast"")",1,el.,NA,NA,laken,root laken,red,NA,NA,NA,NA,NA,NA,NA,NA,Lucas Marinus,648.75,648.75
108,WIC_1.05.01.02_1303_251-253,WIC,Leusden,1721,1722,Texel,Netherlands (former Dutch Republic),Netherlands (fmr Dutch Rep),Allada (former Ardra),Benin (former ''Slave Coast''),"Benin (fmr ""Slave Coast"")",240,el.,NA,NA,laken,root laaken,red,NA,NA,NA,NA,NA,NA,NA,NA,Wilkens,925.2,3.855
109,WIC_1.05.01.02_1303_245-248,WIC,Nieuwenhoven,1721,1722,Vlissingen,Netherlands (former Dutch Republic),Netherlands (fmr Dutch Rep),Elmina,Ghana (former ''Gold Coast''),"Ghana (fmr ""Gold Coast"")",1,ps.,NA,NA,laken,Root Laeken,red,NA,NA,NA,NA,NA,NA,NA,NA,Jacobus van Santen,124.2,124.2
110,WIC_1.05.01.02_1303_245-248,WIC,Nieuwenhoven,1721,1722,Vlissingen,Netherlands (former Dutch Republic),Netherlands (fmr Dutch Rep),Elmina,Ghana (former ''Gold Coast''),"Ghana (fmr ""Gold Coast"")",1,ps.,NA,NA,laken,ditto blaeuw (Laeken),blue,NA,NA,NA,NA,NA,NA,NA,NA,Jacobus van Santen,84.8,84.8
111,WIC_1.05.01.02_1303_336-337,WIC,Vlissingen,1722,1723,Texel,Netherlands (former Dutch Republic),Netherlands (fmr Dutch Rep),Arguin,Mauritania,Mauritania,44,ps.,NA,NA,laken,root laaken,red,NA,NA,NA,NA,NA,NA,NA,NA,Joost Wilkens,132,3
112,WIC_1.05.01.02_1303_336-337,WIC,Vlissingen,1722,1723,Texel,Netherlands (former Dutch Republic),Netherlands (fmr Dutch Rep),Arguin,Mauritania,Mauritania,52.5,ps.,NA,NA,laken,blauwe,blue,NA,NA,NA,NA,NA,NA,NA,NA,Joost Wilkens,157.5,3
113,WIC_1.05.01.02_1302_230-231,WIC,Nieuwe Hartloper,1721,NA,Texel,Netherlands (former Dutch Republic),Netherlands (fmr Dutch Rep),Arguin,Mauritania,Mauritania,25,ps.,NA,NA,laken,root laken,red,NA,NA,NA,NA,NA,NA,NA,NA,Joost Willekens,87,3.48
114,WIC_1.05.01.02_1302_218-220,WIC,Stad en Lande,1720,NA,Texel,Netherlands (former Dutch Republic),Netherlands (fmr Dutch Rep),Elmina,Ghana (former ''Gold Coast''),"Ghana (fmr ""Gold Coast"")",139.5,el.,NA,NA,laken,root laken,red,NA,NA,NA,NA,NA,NA,NA,NA,Isak Buitenwaart,556.55,3.9896057347670246
115,WIC_1.05.01.02_1301_138-139,WIC,Leusden,1719,1720,Texel,Netherlands (former Dutch Republic),Netherlands (fmr Dutch Rep),Angola,Angola,Angola,15,ps.,NA,NA,lhymenias,gemaakt van rauw guinees,NA,NA,NA,raw,NA,NA,NA,guinees,NA,Abraham Coijmans,170.75,11.383333333333333
116,WIC_1.05.01.02_1301_138-139,WIC,Leusden,1719,1720,Texel,Netherlands (former Dutch Republic),Netherlands (fmr Dutch Rep),Angola,Angola,Angola,40,ps.,NA,NA,lhymenias,gemaakt van rauw guinees,NA,NA,NA,raw,NA,NA,NA,guinees,NA,Joseph van de Putt,455.4,11.385
117,WIC_1.05.01.02_1301_163-165,WIC,Adrichem,1720,1720,Texel,Netherlands (former Dutch Republic),Netherlands (fmr Dutch Rep),Allada (former Ardra),Benin (former ''Slave Coast''),"Benin (fmr ""Slave Coast"")",100,ps.,NA,NA,lhymenias,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pieter Six,1103.4,11.034
118,WIC_1.05.01.02_1301_173-176,WIC,Niewenhoven,1720,1720,Vlissingen,Netherlands (former Dutch Republic),Netherlands (fmr Dutch Rep),Elmina,Ghana (former ''Gold Coast''),"Ghana (fmr ""Gold Coast"")",80,ps.,NA,NA,lhymenias,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pieter Six,609.8,7.6225
119,WIC_1.05.01.02_1301_136-138,WIC,Leusden,1719,1720,Texel,Netherlands (former Dutch Republic),Netherlands (fmr Dutch Rep),Angola,Angola,Angola,200,ps.,NA,NA,lhymenias,gemaakt van rauw guinees,NA,NA,NA,raw,NA,guinees,NA,NA,NA,Oostindische Compagnie,2540,12.7
120,WIC_1.05.01.02_1301_138-139,WIC,Leusden,1719,1720,Texel,Netherlands (former Dutch Republic),Netherlands (fmr Dutch Rep),Angola,Angola,Angola,145,ps.,NA,NA,lhymenias,gemaakt van rauw guinees,NA,NA,NA,raw,NA,NA,NA,NA,NA,Oostindische Compagnie,1841.5,12.7
121,WIC_1.05.01.02_1302_225-227,WIC,Sem Galey,1721,1721,Texel,Netherlands (former Dutch Republic),Netherlands (fmr Dutch Rep),Elmina,Ghana (former ''Gold Coast''),"Ghana (fmr ""Gold Coast"")",40,ps.,NA,NA,lhymenias,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,de Put en de Jong,376.2,9.405
122,WIC_1.05.01.02_1302_254-256,WIC,Emmenes,1721,1721,Texel,Netherlands (former Dutch Republic),Netherlands (fmr Dutch Rep),Allada (former Ardra),Benin (former ''Slave Coast''),"Benin (fmr ""Slave Coast"")",80,ps.,NA,NA,lhymenias,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,F. Cocquei,752.4,9.405
123,WIC_1.05.01.02_1302_256-258,WIC,Emmenes,1721,1721,Texel,Netherlands (former Dutch Republic),Netherlands (fmr Dutch Rep),Allada (former Ardra),Benin (former ''Slave Coast''),"Benin (fmr ""Slave Coast"")",100,ps.,NA,NA,lhymenias,"blauwe, 1279.5 el",blue,NA,NA,NA,NA,NA,NA,NA,NA,Isabrant Bruinen en Zoon,607.75,6.0775
124,WIC_1.05.01.02_1302_369-371,WIC,Rusthof,1721,1721,Vlissingen,Netherlands (former Dutch Republic),Netherlands (fmr Dutch Rep),Angola,Angola,Angola,400,ps.,NA,NA,lhymenias,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Jacob van Hoorn,3208.725,8.0218125
125,WIC_1.05.01.02_1302_220-221,WIC,Vrijhijt,1721,1721,Texel,Netherlands (former Dutch Republic),Netherlands (fmr Dutch Rep),Allada (former Ardra),Benin (former ''Slave Coast''),"Benin (fmr ""Slave Coast"")",80,ps.,NA,NA,lhymenias,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Joris v: Putt en de Jong,752.4,9.405
126,WIC_1.05.01.02_1302_346-347,WIC,Africa,1721,1721,Texel,Netherlands (former Dutch Republic),Netherlands (fmr Dutch Rep),Elmina,Ghana (former ''Gold Coast''),"Ghana (fmr ""Gold Coast"")",80,ps.,NA,NA,lhymenias,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Camer Amsterdam,798,9.975
127,WIC_1.05.01.02_1302_373-375,WIC,Rusthof,1721,1721,Vlissingen,Netherlands (former Dutch Republic),Netherlands (fmr Dutch Rep),Angola,Angola,Angola,200,ps.,NA,NA,lhymenias,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Camer Amsterdam,1900,9.5
128,WIC_1.05.01.02_1302_399-400,WIC,Petronella Alida,1721,1721,Texel,Netherlands (former Dutch Republic),Netherlands (fmr Dutch Rep),Allada (former Ardra),Benin (former ''Slave Coast''),"Benin (fmr ""Slave Coast"")",80,ps.,NA,NA,lhymenias,NA,NA,NA,NA,NA,NA,NA,NA,posteleiyn,NA,Camer Amsterdam,798,9.975
129,WIC_1.05.01.02_1302_256-258,WIC,Emmenes,1721,1721,Texel,Netherlands (former Dutch Republic),Netherlands (fmr Dutch Rep),Allada (former Ardra),Benin (former ''Slave Coast''),"Benin (fmr ""Slave Coast"")",100,ps.,NA,NA,lhymenias,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N. & W. Hartog,576.05,5.7604999999999995
130,WIC_1.05.01.02_1302_239-241,WIC,Duijnvliet,1721,1721,Vlissingen,Netherlands (former Dutch Republic),Netherlands (fmr Dutch Rep),Angola,Angola,Angola,80,ps.,NA,NA,lhymenias,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pieter Six,646,8.075
131,WIC_1.05.01.02_1303_214-216,WIC,Beekestijn,1721,1721,Texel,Netherlands (former Dutch Republic),Netherlands (fmr Dutch Rep),Angola,Angola,Angola,80,ps.,NA,NA,lhymenias,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Put en de Jong,752.4,9.405
132,WIC_1.05.01.02_1303_214-216,WIC,Beekestijn,1721,1721,Texel,Netherlands (former Dutch Republic),Netherlands (fmr Dutch Rep),Angola,Angola,Angola,200,ps.,NA,NA,lhymenias,Lemeniassen,NA,NA,NA,NA,NA,NA,NA,NA,NA,Put en de Jong,1881,9.405
133,WIC_1.05.01.02_1303_214-216,WIC,Beekestijn,1721,1721,Texel,Netherlands (former Dutch Republic),Netherlands (fmr Dutch Rep),Angola,Angola,Angola,320,ps.,NA,NA,lhymenias,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Oostindische Compagnie,3161.6,9.879999999999999
134,WIC_1.05.01.02_1302_356-359,WIC,Geertruijd Galeij,1721,1721,Texel,Netherlands (former Dutch Republic),Netherlands (fmr Dutch Rep),Elmina,Ghana (former ''Gold Coast''),"Ghana (fmr ""Gold Coast"")",20,ps.,NA,NA,lhymenias,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Oostindische Compagnie,199.5,9.975
135,WIC_1.05.01.02_1303_245-248,WIC,Nieuwenhoven,1721,1722,Vlissingen,Netherlands (former Dutch Republic),Netherlands (fmr Dutch Rep),Elmina,Ghana (former ''Gold Coast''),"Ghana (fmr ""Gold Coast"")",5,ps.,NA,NA,lhymenias,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,goods brought back by ship on previous voyages,40,8
136,WIC_1.05.01.02_1303_245-248,WIC,Nieuwenhoven,1721,1722,Vlissingen,Netherlands (former Dutch Republic),Netherlands (fmr Dutch Rep),Elmina,Ghana (former ''Gold Coast''),"Ghana (fmr ""Gold Coast"")",50,ps.,NA,NA,lhymenias,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Camer Amsterdam,332.5,6.65
137,WIC_1.05.01.02_1302_422-24,WIC,Vlissingen,1721,1722,Texel,Netherlands (former Dutch Republic),Netherlands (fmr Dutch Rep),Elmina,Ghana (former ''Gold Coast''),"Ghana (fmr ""Gold Coast"")",120,ps.,NA,NA,lhymenias,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Camer Amsterdam,1197,9.975
138,WIC_1.05.01.02_1303_249-250,WIC,Leusden,1721,1722,Texel,Netherlands (former Dutch Republic),Netherlands (fmr Dutch Rep),Allada (former Ardra),Benin (former ''Slave Coast''),"Benin (fmr ""Slave Coast"")",120,ps.,NA,NA,lhymenias,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Oostindische Compagnie,1197,9.975
139,WIC_1.05.01.02_1302_385-386,WIC,Poelwijk,1721,1721,Vlissingen,Netherlands (former Dutch Republic),Netherlands (fmr Dutch Rep),Essequibo,Guyana (former Dutch or British Guiana),Guyana (fmr Dutch/British Guiana),6,ps.,NA,NA,lijnwaad,grauw Vlaams linwaet,grey,NA,NA,NA,NA,Flemish,NA,NA,NA,Huybregt Buysaart,143.85,23.974999999999998
140,WIC_1.05.01.02_1302_385-386,WIC,Poelwijk,1721,1721,Vlissingen,Netherlands (former Dutch Republic),Netherlands (fmr Dutch Rep),Essequibo,Guyana (former Dutch or British Guiana),Guyana (fmr Dutch/British Guiana),3,ps.,NA,NA,osnaburg,Osnabrugs linwaet,NA,NA,NA,NA,NA,Osnabruck,NA,NA,NA,Jan Beukelaer,99.22500000000001,33.075
141,WIC_1.05.01.02_1302_385-386,WIC,Poelwijk,1721,1721,Vlissingen,Netherlands (former Dutch Republic),Netherlands (fmr Dutch Rep),Essequibo,Guyana (former Dutch or British Guiana),Guyana (fmr Dutch/British Guiana),7,ps.,NA,NA,osnaburg,ditto witt,white,NA,NA,NA,NA,Osnabruck,NA,NA,NA,Jan Beukelaer,110.47500000000001,15.782142857142858
142,WIC_1.05.01.02_1302_385-386,WIC,Poelwijk,1721,1721,Vlissingen,Netherlands (former Dutch Republic),Netherlands (fmr Dutch Rep),Essequibo,Guyana (former Dutch or British Guiana),Guyana (fmr Dutch/British Guiana),6,ps.,NA,NA,lijnwaad,grauw Vlaams linwaet,grey,NA,NA,NA,NA,Flemish,NA,NA,NA,Van de Wed: Burgerhout,136.82500000000002,22.80416666666667
143,WIC_1.05.01.02_1302_385-386,WIC,Poelwijk,1721,1721,Vlissingen,Netherlands (former Dutch Republic),Netherlands (fmr Dutch Rep),Essequibo,Guyana (former Dutch or British Guiana),Guyana (fmr Dutch/British Guiana),6,ps.,NA,NA,lijnwaad,grauw Vlaams linwaet,grey,NA,NA,NA,NA,Flemish,NA,NA,NA,Abraham van der Elst,140.35,23.391666666666666
144,WIC_1.05.01.02_1302_225-227,WIC,Sem Galey,1721,1721,Texel,Netherlands (former Dutch Republic),Netherlands (fmr Dutch Rep),Elmina,Ghana (former ''Gold Coast''),"Ghana (fmr ""Gold Coast"")",50,ps.,NA,NA,lijnwaad,Frans gestreept linnen,NA,NA,striped,NA,NA,French,NA,NA,NA,Eibergen en Zoon,300,6
145,WIC_1.05.01.02_1302_225-227,WIC,Sem Galey,1721,1721,Texel,Netherlands (former Dutch Republic),Netherlands (fmr Dutch Rep),Elmina,Ghana (former ''Gold Coast''),"Ghana (fmr ""Gold Coast"")",8,ps.,NA,NA,lijnwaad,linnen bonten,NA,NA,NA,NA,NA,bonten,NA,NA,NA,Eibergen en Zoon,69,8.625
146,WIC_1.05.01.02_1303_255-256,WIC,Amsterdam,1721,1722,Texel,Netherlands (former Dutch Republic),Netherlands (fmr Dutch Rep),Angola,Angola,Angola,100,ps.,NA,NA,lijnwaad,frans linnen,NA,NA,NA,NA,NA,NA,NA,NA,NA,Egbert Buijs,544.5,5.445
147,WIC_1.05.01.02_1303_300-303,WIC,Sonnesteijn,1722,1722,Texel,Netherlands (former Dutch Republic),Netherlands (fmr Dutch Rep),Elmina,Ghana (former ''Gold Coast''),"Ghana (fmr ""Gold Coast"")",100,ps.,NA,NA,lijnwaad,gestreept frans linnen,NA,NA,striped,NA,NA,French,NA,NA,NA,Egbert Buijs,537.5,5.375
148,WIC_1.05.01.02_1303_251-253,WIC,Leusden,1721,1722,Texel,Netherlands (former Dutch Republic),Netherlands (fmr Dutch Rep),Allada (former Ardra),Benin (former ''Slave Coast''),"Benin (fmr ""Slave Coast"")",100,ps.,NA,NA,lijnwaad,frans linnen,NA,NA,NA,NA,NA,French,NA,NA,NA,P: grawer en Zonen,569.25,5.6925
149,WIC_1.05.01.02_1303_300-303,WIC,Sonnesteijn,1722,1722,Texel,Netherlands (former Dutch Republic),Netherlands (fmr Dutch Rep),Elmina,Ghana (former ''Gold Coast''),"Ghana (fmr ""Gold Coast"")",100,ps.,NA,NA,lijnwaad,gestreept linnen,NA,NA,striped,NA,NA,NA,NA,NA,NA,Pieter Graven en Soonen,575,5.75
150,WIC_1.05.01.02_1303_328-331,WIC,Duijnvliet,1722,1723,Vlissingen,Netherlands (former Dutch Republic),Netherlands (fmr Dutch Rep),Elmina,Ghana (former ''Gold Coast''),"Ghana (fmr ""Gold Coast"")",50,ps.,NA,NA,lijnwaad,Frans linnen,NA,NA,NA,NA,NA,French,NA,NA,NA,Jacob Sluijter,275,5.5
151,WIC_1.05.01.02_1302_230-231,WIC,Nieuwe Hartloper,1721,NA,Texel,Netherlands (former Dutch Republic),Netherlands (fmr Dutch Rep),Arguin,Mauritania,Mauritania,150,el.,NA,NA,lijnwaad,wit linnen,white,NA,NA,NA,NA,NA,NA,NA,NA,Moses Daniel,48.75,0.325
152,WIC_1.05.01.02_1302_230-231,WIC,Nieuwe Hartloper,1721,NA,Texel,Netherlands (former Dutch Republic),Netherlands (fmr Dutch Rep),Arguin,Mauritania,Mauritania,144,el.,NA,NA,lijnwaad,Ruw ditto,NA,NA,NA,raw,NA,NA,NA,NA,NA,Moses Daniel,25.2,0.175
153,WIC_1.05.01.02_1302_225-227,WIC,Sem Galey,1721,1721,Texel,Netherlands (former Dutch Republic),Netherlands (fmr Dutch Rep),Elmina,Ghana (former ''Gold Coast''),"Ghana (fmr ""Gold Coast"")",4,ps.,NA,NA,listados,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Eibergen en Zoon,106.3,26.575
154,WIC_1.05.01.02_1303_255-256,WIC,Amsterdam,1721,1722,Texel,Netherlands (former Dutch Republic),Netherlands (fmr Dutch Rep),Angola,Angola,Angola,40,ps.,NA,NA,muris,fijne witte Mouris,white,NA,NA,NA,NA,NA,fine,NA,NA,De Jong,455.4,11.385
155,WIC_1.05.01.02_1303_336-337,WIC,Vlissingen,1722,1723,Texel,Netherlands (former Dutch Republic),Netherlands (fmr Dutch Rep),Arguin,Mauritania,Mauritania,1,ps.,NA,NA,neteldoek,neeteldoek,NA,NA,NA,NA,NA,NA,NA,NA,NA,Joost Wilkens,28,28
156,WIC_1.05.01.02_1302_356-359,WIC,Geertruijd Galeij,1721,1721,Texel,Netherlands (former Dutch Republic),Netherlands (fmr Dutch Rep),Elmina,Ghana (former ''Gold Coast''),"Ghana (fmr ""Gold Coast"")",10,ps.,NA,NA,neusdoeken,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Jacob Groer de Jonge,65,6.5
157,WIC_1.05.01.02_1302_356-359,WIC,Geertruijd Galeij,1721,1721,Texel,Netherlands (former Dutch Republic),Netherlands (fmr Dutch Rep),Elmina,Ghana (former ''Gold Coast''),"Ghana (fmr ""Gold Coast"")",432,ps.,NA,NA,neusdoeken,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Jacob Groer de Jonge,108,0.25
158,WIC_1.05.01.02_1302_225-227,WIC,Sem Galey,1721,1721,Texel,Netherlands (former Dutch Republic),Netherlands (fmr Dutch Rep),Elmina,Ghana (former ''Gold Coast''),"Ghana (fmr ""Gold Coast"")",15,ps.,NA,NA,neusdoeken,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Oostindische Compagnie,82.5,5.5
159,WIC_1.05.01.02_1301_173-176,WIC,Niewenhoven,1720,1720,Vlissingen,Netherlands (former Dutch Republic),Netherlands (fmr Dutch Rep),Elmina,Ghana (former ''Gold Coast''),"Ghana (fmr ""Gold Coast"")",50,ps.,NA,NA,nickanees,fijne nicanesen,NA,NA,NA,NA,NA,NA,fine,NA,NA,Pieter Six,350,7
160,WIC_1.05.01.02_1302_239-241,WIC,Duijnvliet,1721,1721,Vlissingen,Netherlands (former Dutch Republic),Netherlands (fmr Dutch Rep),Angola,Angola,Angola,50,ps.,NA,NA,nickanees,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Jacob van Hoorn,337.5,6.75
161,WIC_1.05.01.02_1302_369-371,WIC,Rusthof,1721,1721,Vlissingen,Netherlands (former Dutch Republic),Netherlands (fmr Dutch Rep),Angola,Angola,Angola,300,ps.,NA,NA,nickanees,Lange Nicanesen,NA,NA,NA,NA,NA,NA,NA,long,NA,Camer Amsterdam,2062.5,6.875
162,WIC_1.05.01.02_1302_239-241,WIC,Duijnvliet,1721,1721,Vlissingen,Netherlands (former Dutch Republic),Netherlands (fmr Dutch Rep),Angola,Angola,Angola,13,ps.,NA,NA,nickanees,NA,NA,NA,NA,NA,NA,NA,NA,short,NA,Pieter Six,65,5
163,WIC_1.05.01.02_1302_225-227,WIC,Sem Galey,1721,1721,Texel,Netherlands (former Dutch Republic),Netherlands (fmr Dutch Rep),Elmina,Ghana (former ''Gold Coast''),"Ghana (fmr ""Gold Coast"")",300,ps.,NA,NA,nickanees,Lange Nicanesen,NA,NA,NA,NA,NA,NA,NA,long,NA,Oostindische Compagnie,2067,6.89
